Measure,sex,Age,Year,No. of deaths,Upper bound,Lower Bound
DALYs (Disability-Adjusted Life Years),Female,25-29,2003,2889.6975603421984,4825.656543918723,1513.123746310447
DALYs (Disability-Adjusted Life Years),Male,30-34,2003,11634.140944582155,15648.662685376072,7929.07029580407
DALYs (Disability-Adjusted Life Years),Female,30-34,2003,9271.729336899783,14787.747943271304,5080.025828281877
DALYs (Disability-Adjusted Life Years),Male,35-39,2003,21650.746355126,29766.39579907372,15066.11308982845
DALYs (Disability-Adjusted Life Years),Female,35-39,2003,10175.845310014243,15954.405350102294,5784.091188904164
DALYs (Disability-Adjusted Life Years),Male,40-44,2003,34859.606831470686,49021.90287909804,23067.19054542893
DALYs (Disability-Adjusted Life Years),Female,40-44,2003,16227.721974433856,24483.518666519463,9489.38714874965
DALYs (Disability-Adjusted Life Years),Male,45-49,2003,46473.28938432396,65843.86884489251,30967.062558102763
DALYs (Disability-Adjusted Life Years),Female,45-49,2003,27104.2376622363,41457.02865299511,16582.436346770148
DALYs (Disability-Adjusted Life Years),Male,50-54,2003,64505.22884981218,91466.42087495766,42086.04848482182
DALYs (Disability-Adjusted Life Years),Female,50-54,2003,37392.63097609764,54915.92950080552,22627.391845453043
DALYs (Disability-Adjusted Life Years),Male,55-59,2003,73125.7993557248,103371.91117456788,47142.52297933543
DALYs (Disability-Adjusted Life Years),Female,55-59,2003,36475.92887381157,54375.03242960763,22495.948041664524
DALYs (Disability-Adjusted Life Years),Male,60-64,2003,85038.93463257539,116672.95623649067,57060.92181114189
DALYs (Disability-Adjusted Life Years),Female,60-64,2003,60014.9488989905,88025.07389059901,39105.77862805784
DALYs (Disability-Adjusted Life Years),Male,65-69,2003,96176.62285175604,131444.46886324964,65185.524901778335
DALYs (Disability-Adjusted Life Years),Female,65-69,2003,61487.3580469861,86219.54095510607,42066.31488153238
DALYs (Disability-Adjusted Life Years),Male,70-74,2003,90070.7151151189,122150.55764203712,63887.63535459751
DALYs (Disability-Adjusted Life Years),Female,70-74,2003,61081.81010679175,82761.48875314344,43257.63982691065
DALYs (Disability-Adjusted Life Years),Male,75-79,2003,60276.75293494482,79268.22290222127,44091.73623402392
DALYs (Disability-Adjusted Life Years),Female,75-79,2003,66317.41161837569,86049.69540347013,49212.90638057726
DALYs (Disability-Adjusted Life Years),Male,5-14,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-14,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-49,2003,131060.70177282266,179205.85602704692,88434.05883591672
DALYs (Disability-Adjusted Life Years),Female,15-49,2003,76550.50723800133,116940.21235063967,45735.200803326494
DALYs (Disability-Adjusted Life Years),Male,50-69,2003,318846.58568986855,442188.47906192206,213418.9190844632
DALYs (Disability-Adjusted Life Years),Female,50-69,2003,195370.86679588567,283911.92436025274,126253.43208644712
DALYs (Disability-Adjusted Life Years),Male,<1 year,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,<1 year,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,80-84,2003,38391.00313766336,48246.16691086556,28708.542016147672
DALYs (Disability-Adjusted Life Years),Female,80-84,2003,52530.13577876375,66631.04397296073,40023.8314731592
DALYs (Disability-Adjusted Life Years),Male,85-89,2003,17257.354277221384,21674.79980396234,13741.400635842278
DALYs (Disability-Adjusted Life Years),Female,85-89,2003,29541.119402401797,36823.44271850286,22631.87531944085
DALYs (Disability-Adjusted Life Years),Male,90-94,2003,5654.482642714881,7270.587798225724,4538.545955293101
DALYs (Disability-Adjusted Life Years),Female,90-94,2003,10829.212278658604,13431.139970655377,8270.174502913098
DALYs (Disability-Adjusted Life Years),Male,2-4,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,2-4,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,50-74,2003,408917.3008049872,561729.0797764265,278189.7686162858
DALYs (Disability-Adjusted Life Years),Female,50-74,2003,256452.6769026775,365781.8023029506,171807.38274366237
DALYs (Disability-Adjusted Life Years),Male,10-24,2003,11242.901498879231,16268.065936115469,6704.115624156111
DALYs (Disability-Adjusted Life Years),Female,10-24,2003,10881.27539407496,17497.040608267285,5959.790243887121
DALYs (Disability-Adjusted Life Years),Male,10-19,2003,4566.421504540952,6793.967659830774,2604.423531020916
DALYs (Disability-Adjusted Life Years),Female,10-19,2003,4971.2468345751895,7727.231016795277,2852.642921491026
DALYs (Disability-Adjusted Life Years),Male,10 - 54,2003,195565.9306226351,272599.8155997488,132046.5391126558
DALYs (Disability-Adjusted Life Years),Female,10 - 54,2003,113943.13821409896,173238.3981931377,68397.74225947126
DALYs (Disability-Adjusted Life Years),Male,15-39,2003,49727.80555702818,67636.55725004926,33571.79139914828
DALYs (Disability-Adjusted Life Years),Female,15-39,2003,33218.547601331185,51685.939174862666,18817.939286842942
DALYs (Disability-Adjusted Life Years),Male,65-74,2003,186247.3379668748,249759.27692218847,130067.06449298248
DALYs (Disability-Adjusted Life Years),Female,65-74,2003,122569.16815377792,169424.41054690006,85742.73887039453
DALYs (Disability-Adjusted Life Years),Male,95+,2003,1686.9962062932443,2131.4344382094205,1294.0797795432318
DALYs (Disability-Adjusted Life Years),Female,95+,2003,3680.8395580632096,4664.554314607871,2662.8843801297708
DALYs (Disability-Adjusted Life Years),Male,75-84,2003,98667.75607260824,127196.66685613892,73280.52739665748
DALYs (Disability-Adjusted Life Years),Female,75-84,2003,118847.5473971394,152277.82384351696,89894.04917543345
DALYs (Disability-Adjusted Life Years),Male,20-54,2003,190999.50911809405,267007.40266259125,128923.95571947328
DALYs (Disability-Adjusted Life Years),Female,20-54,2003,108971.89137952376,165531.97484212753,65225.99971739866
DALYs (Disability-Adjusted Life Years),Male,5-9,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-9,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,10-14,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,10-14,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-19,2006,4677.853813861514,6817.326066866104,2772.3301865339663
DALYs (Disability-Adjusted Life Years),Female,15-19,2006,4659.0590414014205,7103.842828124896,2874.871945226677
DALYs (Disability-Adjusted Life Years),Male,20-24,2006,6832.557372902729,9798.77940911806,4349.323938057323
DALYs (Disability-Adjusted Life Years),Female,20-24,2006,5520.323455161689,8699.582682479253,3214.679998867378
DALYs (Disability-Adjusted Life Years),Male,25-29,2006,5427.266955613338,7452.63885704243,3681.0841103842695
DALYs (Disability-Adjusted Life Years),Female,25-29,2006,2799.5712572892994,4440.687048580204,1654.7486193989623
DALYs (Disability-Adjusted Life Years),Male,30-34,2006,11946.791014904577,15810.706943619703,8592.581503896216
DALYs (Disability-Adjusted Life Years),Female,30-34,2006,8793.125242277254,13358.106016731594,5293.902849324722
DALYs (Disability-Adjusted Life Years),Male,35-39,2006,21775.44113893687,29772.31183057848,15721.201370335277
DALYs (Disability-Adjusted Life Years),Female,35-39,2006,10006.247453972095,15004.19458078605,6288.190759812075
DALYs (Disability-Adjusted Life Years),Male,40-44,2006,34408.097390625626,48260.60710536289,23900.86687997209
DALYs (Disability-Adjusted Life Years),Female,40-44,2006,16066.198730449349,23524.30388126896,10360.24446788542
DALYs (Disability-Adjusted Life Years),Male,45-49,2006,45308.04582495551,64666.57660673141,30930.79261929215
DALYs (Disability-Adjusted Life Years),Female,45-49,2006,27992.327173754948,40521.57777749575,18228.55880124887
DALYs (Disability-Adjusted Life Years),Male,50-54,2006,60314.10251991893,86146.38882104933,40134.879589949815
DALYs (Disability-Adjusted Life Years),Female,50-54,2006,37075.30015078634,53743.649639842944,24417.981815776195
DALYs (Disability-Adjusted Life Years),Male,55-59,2006,71548.44587538455,102709.62979758868,48620.41106979911
DALYs (Disability-Adjusted Life Years),Female,55-59,2006,38997.08653132255,56537.34805009015,25602.713630377337
DALYs (Disability-Adjusted Life Years),Male,60-64,2006,78295.74359653037,109810.18490797545,53041.85547840066
DALYs (Disability-Adjusted Life Years),Female,60-64,2006,56228.86148197554,78256.79146154484,38580.6789752309
DALYs (Disability-Adjusted Life Years),Male,65-69,2006,91492.88811839207,125824.41258497845,63349.02611809962
DALYs (Disability-Adjusted Life Years),Female,65-69,2006,62061.98253596617,84412.45202841413,44332.00513660579
DALYs (Disability-Adjusted Life Years),Male,70-74,2006,82953.26150749302,111160.54871713952,60219.293443299655
DALYs (Disability-Adjusted Life Years),Female,70-74,2006,60584.82560238448,79196.84612392655,44749.08364890352
DALYs (Disability-Adjusted Life Years),Male,75-79,2006,69171.99340484613,91809.86813750332,51694.33678878878
DALYs (Disability-Adjusted Life Years),Female,75-79,2006,57488.44170233066,74823.30133962171,44340.63841469112
DALYs (Disability-Adjusted Life Years),Male,5-14,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-14,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-49,2006,130376.0535118002,181277.8743987353,90106.93321172491
DALYs (Disability-Adjusted Life Years),Female,15-49,2006,75836.85235430613,110636.09047836224,49349.32293529356
DALYs (Disability-Adjusted Life Years),Male,50-69,2006,301651.18011022586,420028.27190582006,205728.41962553895
DALYs (Disability-Adjusted Life Years),Female,50-69,2006,194363.23070005063,271261.95217755355,135201.2133485742
DALYs (Disability-Adjusted Life Years),Male,<1 year,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,<1 year,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,80-84,2006,41227.22857451147,52476.677902504685,31852.20121803096
DALYs (Disability-Adjusted Life Years),Female,80-84,2006,51630.65844649379,64302.72398873228,40420.91830193979
DALYs (Disability-Adjusted Life Years),Male,85-89,2006,18991.877889484706,23855.32687885369,15037.169567249624
DALYs (Disability-Adjusted Life Years),Female,85-89,2006,30266.826365290533,38244.38577725484,23888.720272881765
DALYs (Disability-Adjusted Life Years),Male,90-94,2006,6311.105209402706,7868.537523754954,5100.343813440592
DALYs (Disability-Adjusted Life Years),Female,90-94,2006,11518.33053925891,14566.223638294872,8889.93946475174
DALYs (Disability-Adjusted Life Years),Male,2-4,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,2-4,2006,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,50-74,2006,384604.4416177189,535113.896531533,265923.2819244527
DALYs (Disability-Adjusted Life Years),Female,50-74,2006,254948.0563024352,349478.9645977577,179608.88224284636
DALYs (Disability-Adjusted Life Years),Male,10-24,2006,11510.411186764242,16666.746644206454,7105.334889959659
DALYs (Disability-Adjusted Life Years),Female,10-24,2006,10179.382496563105,15869.668137200671,6204.336024980992
DALYs (Disability-Adjusted Life Years),Male,10-19,2006,4677.853813861514,6817.326066866104,2772.3301865339663
DALYs (Disability-Adjusted Life Years),Female,10-19,2006,4659.0590414014205,7103.842828124896,2874.871945226677
DALYs (Disability-Adjusted Life Years),Male,10 - 54,2006,190690.15603171923,265419.4193781464,130533.97260903633
DALYs (Disability-Adjusted Life Years),Female,10 - 54,2006,112912.1525050925,164038.3973703453,73979.6477661221
DALYs (Disability-Adjusted Life Years),Male,15-39,2006,50659.910296219,68782.33108957726,35004.32376242568
DALYs (Disability-Adjusted Life Years),Female,15-39,2006,31778.326450101777,48614.68751148467,19476.478425523885
DALYs (Disability-Adjusted Life Years),Male,65-74,2006,174446.14962588492,236613.11926819268,123911.92639438408
DALYs (Disability-Adjusted Life Years),Female,65-74,2006,122646.80813835068,162399.3524427298,89395.20168945199
DALYs (Disability-Adjusted Life Years),Male,95+,2006,1869.213282114548,2365.959413518085,1450.1695187250914
DALYs (Disability-Adjusted Life Years),Female,95+,2006,3933.0043818590416,4939.979316156541,2932.456813382341
DALYs (Disability-Adjusted Life Years),Male,75-84,2006,110399.22197935764,143820.99288192746,83836.95412503334
DALYs (Disability-Adjusted Life Years),Female,75-84,2006,109119.10014882432,138851.3473276918,85746.30024622648
DALYs (Disability-Adjusted Life Years),Male,20-54,2006,186012.3022178575,259370.19058993415,128026.74149499743
DALYs (Disability-Adjusted Life Years),Female,20-54,2006,108253.09346369114,157834.87953987534,70593.89996377515
DALYs (Disability-Adjusted Life Years),Male,5-9,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-9,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,10-14,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,10-14,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-19,2007,4808.48942645617,6946.114776811381,2964.569480851117
DALYs (Disability-Adjusted Life Years),Female,15-19,2007,4691.628404871933,7140.338948890627,2899.9887611259987
DALYs (Disability-Adjusted Life Years),Male,20-24,2007,7039.705275364404,9968.350734705142,4589.240462640203
DALYs (Disability-Adjusted Life Years),Female,20-24,2007,5520.49461112556,8795.000029351217,3219.456582982769
DALYs (Disability-Adjusted Life Years),Male,25-29,2007,5631.345230965631,7401.295569843312,3962.421660983117
DALYs (Disability-Adjusted Life Years),Female,25-29,2007,2825.4159952415434,4599.314873382582,1653.6485584729576
DALYs (Disability-Adjusted Life Years),Male,30-34,2007,12351.659879460223,15993.813463097267,8768.516720035554
DALYs (Disability-Adjusted Life Years),Female,30-34,2007,8820.006620293589,13858.740300944572,5438.0464423369685
DALYs (Disability-Adjusted Life Years),Male,35-39,2007,22265.438009478108,29713.55096655603,16216.726082865582
DALYs (Disability-Adjusted Life Years),Female,35-39,2007,10110.661145859269,15071.586662009318,6290.885047290507
DALYs (Disability-Adjusted Life Years),Male,40-44,2007,35180.41122872838,48246.12940789617,24228.918876586045
DALYs (Disability-Adjusted Life Years),Female,40-44,2007,16460.118475415464,23780.69164570183,10591.936170493733
DALYs (Disability-Adjusted Life Years),Male,45-49,2007,45558.33200166201,63793.66283987277,31837.28979079626
DALYs (Disability-Adjusted Life Years),Female,45-49,2007,28834.37884669306,42408.95854220511,18539.28959197107
DALYs (Disability-Adjusted Life Years),Male,50-54,2007,60623.17258421953,85524.38248978887,40203.13750389687
DALYs (Disability-Adjusted Life Years),Female,50-54,2007,38591.5920387621,56037.339360306025,25630.30697525639
DALYs (Disability-Adjusted Life Years),Male,55-59,2007,71275.52875899096,100356.13543110833,47377.74733205992
DALYs (Disability-Adjusted Life Years),Female,55-59,2007,40722.62852726048,58512.77851693277,27151.17563395204
DALYs (Disability-Adjusted Life Years),Male,60-64,2007,76538.73645553773,106234.16060051988,51887.0403125604
DALYs (Disability-Adjusted Life Years),Female,60-64,2007,54388.99120447471,76570.25723958638,37727.22031940322
DALYs (Disability-Adjusted Life Years),Male,65-69,2007,92399.81131900208,126064.4687385506,64104.01927526446
DALYs (Disability-Adjusted Life Years),Female,65-69,2007,65402.98164671119,89965.88126016216,47556.79281801883
DALYs (Disability-Adjusted Life Years),Male,70-74,2007,83267.91673595474,112402.50342935786,58610.50920545944
DALYs (Disability-Adjusted Life Years),Female,70-74,2007,61362.07619064956,80130.89546399078,45610.87697978334
DALYs (Disability-Adjusted Life Years),Male,75-79,2007,68563.24317040166,89087.64442395081,49917.60642117127
DALYs (Disability-Adjusted Life Years),Female,75-79,2007,56475.303537076405,72232.92294224206,43409.88953734546
DALYs (Disability-Adjusted Life Years),Male,5-14,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-14,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-49,2007,132835.38105211483,182411.64270831863,93440.5153116309
DALYs (Disability-Adjusted Life Years),Female,15-49,2007,77262.70409950046,114062.1137211482,49986.1851377525
DALYs (Disability-Adjusted Life Years),Male,50-69,2007,300837.24911774986,415706.6976002284,203447.15085942985
DALYs (Disability-Adjusted Life Years),Female,50-69,2007,199106.19341720847,278790.3920749279,139775.0436032465
DALYs (Disability-Adjusted Life Years),Male,<1 year,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,<1 year,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,80-84,2007,43071.82127452847,54233.97437849155,32772.23950231484
DALYs (Disability-Adjusted Life Years),Female,80-84,2007,49046.00450808877,60526.17683116069,38956.86761947054
DALYs (Disability-Adjusted Life Years),Male,85-89,2007,19624.24679054561,24553.389185030755,15469.291678566113
DALYs (Disability-Adjusted Life Years),Female,85-89,2007,30396.506588961194,37848.71761645877,23844.90978531663
DALYs (Disability-Adjusted Life Years),Male,90-94,2007,6641.964636312336,8177.497047139377,5169.721894919661
DALYs (Disability-Adjusted Life Years),Female,90-94,2007,11877.841084284271,14773.046672437256,9033.863488593552
DALYs (Disability-Adjusted Life Years),Male,2-4,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,2-4,2007,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,50-74,2007,384105.1658537048,524378.2109862084,262840.1831300991
DALYs (Disability-Adjusted Life Years),Female,50-74,2007,260468.26960785795,359440.4456227857,186416.329378682
DALYs (Disability-Adjusted Life Years),Male,10-24,2007,11848.194701820566,16944.472883513357,7636.397535635935
DALYs (Disability-Adjusted Life Years),Female,10-24,2007,10212.123015997488,15906.577515275436,6244.31193120859
DALYs (Disability-Adjusted Life Years),Male,10-19,2007,4808.48942645617,6946.114776811381,2964.569480851117
DALYs (Disability-Adjusted Life Years),Female,10-19,2007,4691.628404871933,7140.338948890627,2899.9887611259987
DALYs (Disability-Adjusted Life Years),Male,10 - 54,2007,193458.5536363341,267702.035840895,134273.73513369437
DALYs (Disability-Adjusted Life Years),Female,10 - 54,2007,115854.2961382624,168367.9467398946,74695.65459775401
DALYs (Disability-Adjusted Life Years),Male,15-39,2007,52096.63782172452,69716.3627914469,36998.11925768398
DALYs (Disability-Adjusted Life Years),Female,15-39,2007,31968.206777391864,49652.5114901472,19611.59859615417
DALYs (Disability-Adjusted Life Years),Male,65-74,2007,175667.72805495682,235985.25017320985,123120.42363551914
DALYs (Disability-Adjusted Life Years),Female,65-74,2007,126765.05783736087,170814.57700946147,93412.47078299744
DALYs (Disability-Adjusted Life Years),Male,95+,2007,1962.891509503973,2453.9536101319923,1506.8412382141114
DALYs (Disability-Adjusted Life Years),Female,95+,2007,4075.2242745966632,5125.833736717292,2883.720291573909
DALYs (Disability-Adjusted Life Years),Male,75-84,2007,111635.06444493016,143720.2193560268,82192.78638483347
DALYs (Disability-Adjusted Life Years),Female,75-84,2007,105521.3080451653,131961.2848542682,83764.65441437223
DALYs (Disability-Adjusted Life Years),Male,20-54,2007,188650.06420987844,260618.26885360043,131281.77437141893
DALYs (Disability-Adjusted Life Years),Female,20-54,2007,111162.66773339064,161688.54539100206,71667.02305683037
DALYs (Disability-Adjusted Life Years),Male,5-9,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-9,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,10-14,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,10-14,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-19,2009,5259.38774247206,7783.768868792165,3244.180757794832
DALYs (Disability-Adjusted Life Years),Female,15-19,2009,4765.599382376369,7109.309283313844,2944.273700935973
DALYs (Disability-Adjusted Life Years),Male,20-24,2009,7726.709524077261,11152.010107065084,5002.231727010146
DALYs (Disability-Adjusted Life Years),Female,20-24,2009,5549.252275602359,8801.835966586019,3081.266008325474
DALYs (Disability-Adjusted Life Years),Male,25-29,2009,6289.105726166489,8461.889070532574,4348.468357673062
DALYs (Disability-Adjusted Life Years),Female,25-29,2009,2894.36461194582,4504.428888759987,1667.320693635206
DALYs (Disability-Adjusted Life Years),Male,30-34,2009,13741.032397764851,18055.187396002955,9841.594649780189
DALYs (Disability-Adjusted Life Years),Female,30-34,2009,8929.013793552022,13473.122968882612,5315.345877386954
DALYs (Disability-Adjusted Life Years),Male,35-39,2009,24208.933135738196,32440.2598402048,17476.63804328771
DALYs (Disability-Adjusted Life Years),Female,35-39,2009,10305.631501661584,15520.28611743454,6446.532464534288
DALYs (Disability-Adjusted Life Years),Male,40-44,2009,38167.60116068515,52827.10006364042,26688.08016518617
DALYs (Disability-Adjusted Life Years),Female,40-44,2009,17323.905733294738,25046.81913355314,11277.06276790377
DALYs (Disability-Adjusted Life Years),Male,45-49,2009,48109.40073296271,67090.66932523319,33946.35941627014
DALYs (Disability-Adjusted Life Years),Female,45-49,2009,30364.519016782582,44253.0660254374,20221.649889697623
DALYs (Disability-Adjusted Life Years),Male,50-54,2009,64292.67099906747,92149.45053441275,43691.97422164588
DALYs (Disability-Adjusted Life Years),Female,50-54,2009,42333.32512718677,61812.78974723863,28269.106221572445
DALYs (Disability-Adjusted Life Years),Male,55-59,2009,75007.4299986292,105740.95201482873,50869.56453782342
DALYs (Disability-Adjusted Life Years),Female,55-59,2009,45818.68708347232,66922.50359757463,31004.838871562977
DALYs (Disability-Adjusted Life Years),Male,60-64,2009,74703.10399051024,106253.3109661614,51780.67057721125
DALYs (Disability-Adjusted Life Years),Female,60-64,2009,49919.10167547421,70436.57508024394,34010.12450517923
DALYs (Disability-Adjusted Life Years),Male,65-69,2009,98448.52055882702,136406.67871507013,69595.65308209715
DALYs (Disability-Adjusted Life Years),Female,65-69,2009,73387.85355870081,99821.64766394508,53164.81633446757
DALYs (Disability-Adjusted Life Years),Male,70-74,2009,87782.73707337122,121002.80168666384,63766.45690798572
DALYs (Disability-Adjusted Life Years),Female,70-74,2009,65833.3509858288,85657.48417965992,49327.96313265736
DALYs (Disability-Adjusted Life Years),Male,75-79,2009,73948.15643703073,97493.18250621262,54703.40109506983
DALYs (Disability-Adjusted Life Years),Female,75-79,2009,61950.295894153984,78356.80298446136,48524.23057777876
DALYs (Disability-Adjusted Life Years),Male,5-14,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-14,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-49,2009,143502.1704198665,196293.29278817016,101086.49024055942
DALYs (Disability-Adjusted Life Years),Female,15-49,2009,80132.28631521548,119084.41870168452,51013.00440970725
DALYs (Disability-Adjusted Life Years),Male,50-69,2009,312451.7255470339,439894.3418538878,216691.01270634317
DALYs (Disability-Adjusted Life Years),Female,50-69,2009,211458.96744483424,302695.5360808305,145647.61603168352
DALYs (Disability-Adjusted Life Years),Male,<1 year,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,<1 year,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,80-84,2009,52014.13938979185,65682.35134510142,40168.899172951846
DALYs (Disability-Adjusted Life Years),Female,80-84,2009,47680.10455695911,58897.14813864596,38524.7690071118
DALYs (Disability-Adjusted Life Years),Male,85-89,2009,22406.956982291013,28128.15581523133,17758.96917156165
DALYs (Disability-Adjusted Life Years),Female,85-89,2009,31838.72672897218,40143.63294948974,24639.96662964522
DALYs (Disability-Adjusted Life Years),Male,90-94,2009,7669.683426138741,9616.504094349442,6054.16153414375
DALYs (Disability-Adjusted Life Years),Female,90-94,2009,12866.136373824318,16124.82010486968,9835.097624522816
DALYs (Disability-Adjusted Life Years),Male,2-4,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,2-4,2009,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,50-74,2009,400234.4626204053,554755.3556754964,283259.3826604746
DALYs (Disability-Adjusted Life Years),Female,50-74,2009,277292.31843066285,388864.84551436943,197612.3980819236
DALYs (Disability-Adjusted Life Years),Male,10-24,2009,12986.097266549312,18740.23041921608,8384.59561747322
DALYs (Disability-Adjusted Life Years),Female,10-24,2009,10314.851657978732,15691.307765488964,6059.868305574242
DALYs (Disability-Adjusted Life Years),Male,10-19,2009,5259.38774247206,7783.768868792165,3244.180757794832
DALYs (Disability-Adjusted Life Years),Female,10-19,2009,4765.599382376369,7109.309283313844,2944.273700935973
DALYs (Disability-Adjusted Life Years),Male,10 - 54,2009,207794.841418934,286094.1082947628,146001.04708611715
DALYs (Disability-Adjusted Life Years),Female,10 - 54,2009,122465.61144240224,180880.98671495976,80142.42153273517
DALYs (Disability-Adjusted Life Years),Male,15-39,2009,57225.16852621885,77138.71003001549,40583.17629202465
DALYs (Disability-Adjusted Life Years),Female,15-39,2009,32443.86156513818,48734.76440249081,19627.17594038521
DALYs (Disability-Adjusted Life Years),Male,65-74,2009,186231.25763219825,256679.7510386618,134693.40105299244
DALYs (Disability-Adjusted Life Years),Female,65-74,2009,139221.20454452955,186326.42649994296,103233.40806539403
DALYs (Disability-Adjusted Life Years),Male,95+,2009,2260.44153622488,2899.822545445701,1763.669744126988
DALYs (Disability-Adjusted Life Years),Female,95+,2009,4462.576826344051,5644.95268958315,3255.3984623985657
DALYs (Disability-Adjusted Life Years),Male,75-84,2009,125962.2958268226,163991.58051681134,95743.03348323956
DALYs (Disability-Adjusted Life Years),Female,75-84,2009,109630.40045111308,136844.58590001898,87632.74235471299
DALYs (Disability-Adjusted Life Years),Male,20-54,2009,202535.45367646223,279053.3635799206,142738.5198849516
DALYs (Disability-Adjusted Life Years),Female,20-54,2009,117700.01206002594,174471.08034737286,77156.42473227659
DALYs (Disability-Adjusted Life Years),Male,5-9,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,5-9,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,10-14,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Female,10-14,2008,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Male,15-19,2008,4918.027020711187,7051.191158690794,2923.434434368355
DALYs (Disability-Adjusted Life Years),Female,15-19,2008,4642.932137958638,7141.919550326552,2762.003396775034
DALYs (Disability-Adjusted Life Years),Male,20-24,2008,7203.442534376086,9997.779264847144,4328.627908920803
DALYs (Disability-Adjusted Life Years),Female,20-24,2008,5444.416837862942,8726.216230695714,3091.164294607955
DALYs (Disability-Adjusted Life Years),Male,25-29,2008,5825.351223318956,7817.453074551891,3945.037746171521
DALYs (Disability-Adjusted Life Years),Female,25-29,2008,2811.6587913528406,4440.637796718708,1607.0244232894852
DALYs (Disability-Adjusted Life Years),Male,30-34,2008,12764.166216926076,16580.972115781708,8919.555069405284
DALYs (Disability-Adjusted Life Years),Female,30-34,2008,8723.22598207618,13225.232994082238,5081.597123095359
DALYs (Disability-Adjusted Life Years),Male,35-39,2008,22851.94860171664,29766.911617975,15925.543162603564
DALYs (Disability-Adjusted Life Years),Female,35-39,2008,10085.998514678373,15256.442688992063,6273.871208224994
DALYs (Disability-Adjusted Life Years),Male,40-44,2008,36131.27201506958,51068.67701552814,24352.07445572853
DALYs (Disability-Adjusted Life Years),Female,40-44,2008,16686.93046755452,24410.26343809047,10717.342377004925
DALYs (Disability-Adjusted Life Years),Male,45-49,2008,46034.98379965359,66014.50621695259,30056.79140425902
DALYs (Disability-Adjusted Life Years),Female,45-49,2008,29184.900409838287,42719.93809736469,18795.972247836056
DALYs (Disability-Adjusted Life Years),Male,50-54,2008,61571.263169853904,88062.0099921278,39770.02747575984
DALYs (Disability-Adjusted Life Years),Female,50-54,2008,39851.527009707126,56794.06917941547,26151.38954705845
DALYs (Disability-Adjusted Life Years),Male,55-59,2008,71720.2543672522,100709.78963952922,45974.23886275404
DALYs (Disability-Adjusted Life Years),Female,55-59,2008,42280.10056018357,61345.83786352848,27859.157984287303
DALYs (Disability-Adjusted Life Years),Male,60-64,2008,75076.06617052354,105827.99397948328,49072.18339593362
DALYs (Disability-Adjusted Life Years),Female,60-64,2008,51919.30227081995,73081.98379864758,35491.14410879697
